,market_num,x_1,x_2,w_1,w_2,xi_1,xi_2,omega_1,omega_2,duo_pi_1,duo_pi_2,job_array_num
36,37,5.401569467098415,4.32069024217623,1.117023937990949,1.716218063143307,2.278525002060049,-1.83351866687189,-0.05,0.35,7.840959367069745,0.19148067408175917,37
37,38,6.720683676641699,5.230759587452505,2.660886530777664,0.2654662252152621,1.5987043782537613,-0.6944808920618812,-0.05,-0.05,4.247074844166119,0.8465162959167509,38
38,39,5.1778232631121295,4.935960069700618,2.7768768730003934,1.9303181070868702,-1.2517777522257485,2.6333648772153206,0.35,-0.05,0.24902499160513258,6.838560951630738,39
39,40,4.909240526970827,5.620533594841861,1.6743827580878157,2.023233552037176,2.133382203430906,0.5364787579789811,-0.05,0.35,3.3690973866777387,1.0693704394134191,40
40,41,5.075997860718932,4.729740709752894,2.3277286972307496,1.5404931677013072,0.5532535415038,0.1486478589923912,-0.05,-0.05,1.946102774576659,1.625856324046469,41
41,42,6.601677428598246,4.451890325099916,2.849923896631961,0.6494438072796359,-1.6431370471789915,-0.20699142545663707,-0.05,0.35,1.4236750978903423,1.7544538493614978,42
42,43,4.458271707225186,4.240100363297129,0.3125909930941184,0.8593028616927241,-0.43291837425289736,1.3811278423894375,-0.05,0.35,1.2223249655298205,2.5610778954890447,43
43,44,6.477567962928838,6.850391546877208,0.3461634722760679,2.59274890184391,-0.16747466085360088,0.13270605547784084,-0.05,0.35,2.994676156383326,1.2108643889091741,44
44,45,6.1689821722716545,6.26323146623191,0.017890783664229803,1.6075394885109253,2.8928084876418376,1.1737648710268624,-0.05,-0.05,4.001212294888897,0.9884375428334637,45
45,46,6.884022969130536,4.796503999319931,2.2594411023155603,1.5182900696156605,-0.6095758653720775,1.2186390256276698,0.35,-0.05,1.3543114233886864,2.5420691686067114,46
46,47,6.555364800292212,5.20457703651857,1.9657458412538469,0.9090782354139874,-0.49905759222508617,2.173832622447351,-0.05,-0.05,1.0662379015040657,3.5372903795283204,47
47,48,4.937034120930973,4.937762433590469,0.8648469040334049,1.6892432224300977,-2.2682063067167793,1.1961838765829955,-0.05,-0.05,0.5281224450748829,4.337197294123231,48
48,49,5.850828508952922,6.470557783468798,2.459748052233819,1.96409710804418,-0.10198966116343486,0.21263129594687016,0.35,-0.05,0.894507952631376,3.610783734565456,49
49,50,4.024711223275408,4.93844399404511,2.7176261194630387,1.7584279027542893,-1.3373385880607123,-1.089696919985411,0.35,0.35,0.26900212780614075,1.8799915702269931,50
50,51,4.305261911118248,6.826277033083329,0.32313648684267926,1.143863858080941,-0.5047321359575565,1.3179530325918598,-0.05,-0.05,0.5480965803888158,6.157481322100454,51
51,52,6.063055606958869,5.27615046503958,0.9088376110185914,0.7664679378386576,-0.9112262630245587,2.124724210009738,0.35,-0.05,0.8176318320789884,4.4267696024270435,52
52,53,6.904043407231525,6.761990868499152,1.058254835598991,1.2368149399474115,-0.44619766614689105,-1.817483727731835,0.35,-0.05,2.793352244003013,1.245504119163476,53
53,54,4.339261069023485,6.319214567754921,2.3200389912573054,1.441866375217277,-0.5573367841096154,2.4549515909656674,-0.05,-0.05,0.35002313868829393,8.048381246764224,54
54,55,6.225233801065045,4.745920078172779,1.9636912538955533,1.2923430968837355,-1.5678226264716317,0.6784901630144589,0.35,-0.05,0.9013517453609947,3.0727654288844537,55
55,56,6.383498932357398,4.277783969414297,2.8728253720128487,2.0353552185857353,0.5173365395630147,0.7938895563643871,-0.05,-0.05,2.6985603762663377,1.2303711997737996,56
56,57,4.004737102877531,4.193274254884226,2.188855523188109,1.915831733788647,0.469358844052678,-1.2759146616128176,-0.05,-0.05,2.2029253692034736,0.7529477546072885,57
57,58,5.496445097542109,6.205864304919146,1.006419254833507,1.0645617577109052,1.4210782615819024,-1.2916889817069879,-0.05,0.35,4.079983437298847,0.8507898061901007,58
58,59,5.6220472724288,4.005683840295388,1.6969263188193917,2.660869490641664,-0.20384895439987152,1.1397693594334384,-0.05,-0.05,2.437749928245273,1.23947849950477,59
59,60,6.440386793414883,6.695709923534752,0.401677649445773,0.49583802525680865,-2.638841367646885,-0.0488515948419293,-0.05,0.35,0.7883382540378254,4.092672067017952,60
60,61,4.751665140204995,4.749793988091539,0.22416428890637374,2.1855277579727117,0.06096239872011379,0.4113671770600954,-0.05,-0.05,2.15205893506989,1.4753611232172914,61
61,62,5.754657264486871,6.818484851764561,2.8551007924849063,2.0514365621637136,1.0007169172445634,0.7428890696593603,0.35,-0.05,0.8545788711065092,4.109759046619406,62
62,63,5.00120246524718,5.57747105970121,2.737065309468861,2.5150441190277166,-0.12236447801039232,0.32864215114747597,-0.05,-0.05,1.0919961311783744,2.59907425198746,63
63,64,5.762723607281712,5.4781424688401525,0.02413387096645625,2.903691892858322,2.4452884342894685,-0.9644122146143306,-0.05,-0.05,7.69343540874446,0.38597476129180874,64
64,65,4.420609561987883,4.642591496749109,2.587507965591587,1.5605704269328657,-2.2842952216458476,-0.9807796433706308,0.35,-0.05,0.17271061837290347,2.4514613493236492,65
65,66,5.84862286382129,4.683816922055571,0.04355559311900281,2.50506027862264,0.7590757123326816,0.6373217601922199,-0.05,-0.05,4.119624190311744,0.8381288761018473,66
66,67,5.141006483833123,4.646239632390981,0.5961315005902159,1.9785383206728624,0.5237961890794642,1.1866996701533523,0.35,0.35,2.396014428763042,1.393866759810694,67
67,68,4.473089298698358,5.17441173181125,2.977186802038367,0.7286628190762608,0.15840047038334948,-0.7113526280967889,0.35,-0.05,0.5552381494720131,3.0835662171153544,68
68,69,5.3203169094255465,5.283785018064384,2.306240136454446,0.1788192883238121,0.6257346062529938,1.4528264159564053,-0.05,-0.05,1.0711327305193605,3.436347368247164,69
69,70,4.830776795812637,4.436211251790014,1.4823368931982317,1.0487853855368707,1.7125131829493931,1.1016368178058247,0.35,0.35,2.3962118479238033,1.4698524036330967,70
70,71,5.35209486905981,5.40701211468964,2.585041981468552,2.0277718507684814,0.873313363408383,1.0685347733666233,0.35,-0.05,1.0880725535576548,3.0554646081054893,71
71,72,4.232163048360215,4.255119175050355,0.812073892330344,2.465304636923711,-1.1407500457565474,-1.8854487880162119,0.35,-0.05,1.5861848112798067,0.5235538506400639,72
72,73,6.92565742824591,6.182159124915213,1.620054381365176,0.7827865092112429,-0.09379004704156502,-0.6860087421212753,0.35,-0.05,2.2206553179050843,1.6415175207218438,73
73,74,4.956081546991816,4.665879009772564,1.5135106750415277,2.207282900171806,-0.07090307425118811,-1.7878454561348458,-0.05,-0.05,3.2176000897643062,0.5280022344279676,74
74,75,6.652164383572417,5.509437478292131,2.382693551160198,2.2147703685758047,1.6932619170179282,3.7719158411767073,0.35,0.35,1.3647920647770064,2.866613533767512,75
75,76,6.583654823091329,6.081287468621293,1.9463827902541264,0.7043606537667282,0.03499596971096212,0.781126516967037,-0.05,0.35,1.6495327976210774,2.2995870552704085,76
76,77,5.48682545053119,4.636838949639178,0.7341208646511396,1.253048640488347,-3.5490077080389733,0.2606164720305719,-0.05,-0.05,0.45229680627382374,3.489988329056704,77
77,78,5.430678662135319,6.803697915709831,2.109185719111994,0.37813431260319075,-1.1078654084965587,0.49442228315598136,0.35,-0.05,0.4314401458648942,6.392896483071409,78
78,79,6.003763722907502,4.87237004105459,1.0840525487486303,1.4382592105330614,-2.108157638621118,-0.937458232598838,-0.05,0.35,1.8445435596924336,1.170263872397666,79
79,80,4.4286042114641795,5.418416771215248,2.4711847405095826,2.056730424751798,1.4482714691249816,-0.2619384899729441,-0.05,-0.05,2.0667154479601475,1.5454165787209178,80
80,81,4.139648400135251,4.713009846030019,2.2664166894183637,0.7660476512902615,0.16173920675035372,-1.3309441077342228,0.35,-0.05,1.0610198034082177,1.6821015541054152,81
81,82,4.290281420341163,6.993833110173817,2.00502055380855,2.8342393905726824,0.8119860611745955,-1.1916400480542966,-0.05,-0.05,1.7294208006326683,1.7716927677409964,82
82,83,5.322686027323781,5.137630856509508,0.22696198218623387,2.941119630243288,0.5971446888905427,-0.32664146836997077,0.35,-0.05,3.7909316823489094,0.7584122836725475,83
83,84,6.113631272867094,6.961812249784168,2.7331409080113804,2.4437069612160527,-1.1244326468690873,-3.3095924966393797,-0.05,0.35,2.473168674520963,0.5623018167260168,84
84,85,6.989250688070555,4.92082339869363,2.5394561723564024,1.433912744213675,0.04007488143333312,-0.5331219818515999,0.35,-0.05,2.5753101044616438,1.2037899935787837,85
85,86,6.806639058250487,5.109128889298858,0.810642915987954,2.964333318259623,1.1924832050629781,-2.2996392493632882,0.35,0.35,8.50298976298167,0.01679200431634298,86
86,87,6.401159204009769,4.1519051273491145,1.4706775461264667,0.6512714484355695,1.3260505946923387,0.22722510357956927,0.35,0.35,4.549060906280782,0.7391213660256777,87
87,88,5.48158088763754,6.366923387771946,0.3699857448686139,0.7089290674888281,-1.6483475666152456,1.1785818000188406,0.35,-0.05,0.5499487753002579,5.846474560411539,88
88,89,6.031427275357855,4.350838674585021,0.477827048068472,2.0826531478456345,-0.012073281673978913,-1.893204417049179,0.35,-0.05,5.048247513545823,0.3210282833587157,89
89,90,5.702386066241608,4.515535542812156,1.0986750376408085,2.262254765008634,-0.2516680316490416,-1.241504412812976,0.35,-0.05,3.420185812600142,0.5968061364935644,90
90,91,4.349668725921839,5.0276113490301455,1.5322982337734725,0.5458696396736555,2.315607058287591,0.09638285402726299,0.35,0.35,2.58205903032232,1.3546579331852064,91
91,92,6.97908616606761,5.282664727911538,1.7762006738306986,1.7716554345643283,-2.091164777210848,1.449952244140863,-0.05,-0.05,0.9999763641273365,3.41857736736274,92
92,93,6.453280873519081,4.478523236077623,1.355421055117597,2.453345407086913,1.0715608535912426,-0.24141466856765653,-0.05,0.35,6.647962944424362,0.35678730307795714,93
93,94,5.7001374481679425,4.8920146652980065,1.0108832591747277,1.7648318172659188,1.63906878511731,0.8915752808054721,-0.05,-0.05,3.6055581881002796,1.0378107561625396,94
94,95,6.5722895058746875,5.846905327775739,1.3603174176173984,1.1233994806235041,0.20964553261629587,0.10332769746095763,0.35,0.35,2.4014935413220444,1.519340256285377,95
95,96,5.575060381230088,4.220013709011399,1.6933500359319245,2.336843850137912,-0.9677942866312528,-0.8639400723422975,0.35,-0.05,2.0377047441297176,0.8448697620263328,96
96,97,4.673304599281824,6.1901884595279,2.176299073505282,1.7784513736779215,0.24875477839154392,0.3953554419135601,-0.05,-0.05,0.9589476823180183,3.455201796751404,97
97,98,6.7485892517348764,6.904587377130204,1.801128936237413,1.307974391245768,-5.10274371693566,-2.929048349155913,0.35,0.35,0.23370831591937646,2.3666279366426854,98
98,99,6.2540413607209615,4.309927655399891,2.8856316342811654,0.3462048850990821,1.620833395229856,1.1337996952811922,-0.05,0.35,2.9235154272026938,1.2594410142164443,99
99,100,6.883989856621178,5.558524517116871,1.9673987348568782,0.48632588542379385,1.40079898705898,1.2907199673901137,-0.05,0.35,2.813671288834054,1.3877805317350842,100
100,101,6.72089100325455,6.1130218682408675,1.2225876813201286,1.7755733229511272,-0.2605751628247087,0.7772018998189469,-0.05,0.35,2.2285401725104137,1.6803274598260152,101
101,102,4.022132880609357,6.70929902177554,2.9173769081982233,0.7141206381282953,-1.1320500317215993,3.5961544322980252,-0.05,-0.05,0.1315388021589401,12.421432797335257,102
102,103,5.14854760187569,4.705606096876959,0.9569688800014114,2.2303173107515093,-0.670645440257182,-0.6350137254204506,-0.05,-0.05,2.3413457553680717,1.0536244328782214,103
103,104,4.544083284933842,4.799448208500198,1.2696041964949403,2.1691202903635496,1.3708499888418562,-1.1208339865773242,-0.05,0.35,4.592086094902355,0.43561315465730566,104
104,105,5.701757884315137,6.60296323767393,1.4002691976171224,0.17305335132243682,2.171034122803363,-0.7438928966596975,0.35,-0.05,2.8234378250520065,1.3571637928499576,105
105,106,5.815982365978213,6.032743570462978,2.5252193458527556,0.4825256535920265,1.0852646319991657,0.8244816569108302,-0.05,-0.05,1.3836848369252812,2.75135391121946,106
106,107,4.850323937567983,5.8085946353068625,2.6150558977811205,2.5071100007843543,0.7560636829205452,-2.4818496002327404,-0.05,0.35,3.4995909700660137,0.35702007695235505,107
107,108,5.844971523774706,5.589695538123505,2.575391230040064,0.46844559089843085,-2.0894244789694802,0.3942723702401387,-0.05,0.35,0.5471515382623933,4.3400481290067425,108
108,109,6.317326782400859,5.570528615705607,1.7477716321004597,0.24459183286932795,-0.9691664105323861,-0.20557520082167685,-0.05,0.35,1.6291245780801686,2.0826783371578115,109
109,110,4.128052058833388,5.862420081455509,2.4453586110739987,0.37151375562052136,3.240647432497698,-0.2224696208786473,-0.05,0.35,2.6639994687135253,1.3907357711489516,110
110,111,4.3181531481805555,4.054387331357323,0.8138873096374118,0.5600847051253262,1.8539883301643842,0.46496170625668676,0.35,-0.05,2.7907530486597567,1.2192938007953833,111
111,112,4.958484049217952,5.089975043306751,0.9763628916762942,2.779743677900561,-0.7546771307740574,0.211234568983331,0.35,-0.05,1.415886844182836,1.8236597095130693,112
112,113,6.9740678708261505,5.998230529951588,1.8529407184004925,2.1845831464249033,-1.0020236403463791,-1.4192874348860323,0.35,0.35,2.922690160647454,0.8564510290051421,113
113,114,6.38396036461185,5.587048675637403,1.6136868732517256,1.2439371706823683,2.732703509294254,-1.2174021396440948,-0.05,-0.05,6.945987617736588,0.5058725146300893,114
114,115,4.687856535997266,6.745290431158444,2.661155588863458,2.821885753993472,0.13392361478402828,1.2727563568382427,-0.05,0.35,0.8598083840242614,3.527774569915005,115
115,116,6.43537852458001,5.031771120515617,0.5001090411144716,1.9091406496340033,-0.40219554504934585,0.4087786704109031,0.35,0.35,3.0482709499590515,1.0827777929338032,116
116,117,4.994877874033168,5.433554959553711,1.0509385912551124,2.2197057312376276,-0.9258673552618895,0.007782454702149036,0.35,-0.05,1.094685500480303,2.4636144520575876,117
117,118,5.977262274845186,5.23686939169305,2.91684218403016,0.017694173721751527,-0.9748353788420734,0.9035026095372937,0.35,-0.05,0.46121327728004635,5.181912989114923,118
118,119,5.543362379750341,4.421126952708888,0.42177122759237407,2.979852962922257,3.4582970811122298,-1.6882057236867865,-0.05,0.35,10.987107021690939,0.001943949701489256,119
119,120,4.045271243966999,5.123072710060317,1.3245434930341964,2.9971108254330496,1.2024462461172203,2.019465874709157,-0.05,-0.05,1.48075041166133,2.371728713149193,120
120,121,5.746300637551746,6.973901459180347,0.43446432606386665,2.4810454707465506,-0.45409111924094203,-0.7581725803640156,0.35,0.35,2.2487516516686235,1.4300703635496346,121
121,122,6.9381983608356,6.129050597481323,1.1412721522660387,2.094639826147687,1.28192197942703,-1.9716690094606064,0.35,0.35,6.90736871475546,0.385424762394297,122
122,123,5.610445877700787,5.701489484149361,2.1724424837223464,0.36125032528527057,0.07520866569734944,-1.543392190910485,0.35,0.35,1.8407413346072592,1.5079649973814688,123
123,124,4.349381279393985,6.402020615447465,2.034360784352032,2.1204017945034757,-0.26280233064704284,1.0184735797990094,-0.05,-0.05,0.6114006981894033,4.939720992468346,124
124,125,6.750791390551873,4.053704878163548,0.9282387769574487,1.1057010205998083,2.7140884194748636,-0.15015003846397187,0.35,0.35,8.419809767920018,0.37103779318804264,125
125,126,4.418715150346558,6.433995574986967,2.2485055826190363,0.8814047196674777,-2.0515158753390437,0.31688467704845535,0.35,-0.05,0.1408620039952142,6.866839067211931,126
126,127,4.005140625167039,4.2938121139396275,2.26407933123775,2.9870227915717646,-1.5968928437660648,1.3856472448480641,0.35,0.35,0.3074644820323771,2.1967071620232606,127
127,128,6.1590064904727635,5.635103346795653,0.95113811898836,0.2317611585394569,-0.2484475348030746,-1.7127890447298502,0.35,-0.05,2.8557009122970944,1.1022122177950964,128
128,129,6.155000033095206,4.834732665096623,1.9558369267382143,1.5099166707403322,0.9354894083472185,-0.9419458076633451,-0.05,0.35,5.020521246336643,0.5454767019894091,129
129,130,5.637619958579219,5.039420787341294,2.0245289102313215,0.9415022130179431,1.2278085342983875,-1.3193060310962952,0.35,-0.05,3.358108939376229,0.8824008998589945,130
130,131,4.202983976878747,4.0964067525517605,0.8710666145960153,0.8935310327570446,1.816599321225663,0.06761549985022348,0.35,-0.05,2.9877885448287573,1.0683576747730688,131
131,132,4.012228603993686,6.185385247857038,0.9491474526590655,1.4462246539113937,-1.2412270329177877,-0.23004203087926678,0.35,0.35,0.5068014152415325,3.8681624893372453,132
132,133,6.441407744618337,6.353112584889761,2.0817300332609046,2.7187182426828533,-0.1765674479691793,-1.7853769743059402,-0.05,-0.05,3.565984966678962,0.791635739785252,133
133,134,6.216547634465568,5.421038871702502,1.9315813190879494,0.040471298951761825,-1.5658755857528106,-3.3517355650089677,-0.05,0.35,2.7283498575397473,0.5589927693508439,134
134,135,6.414388316212399,4.999924992582234,1.0123217546386614,0.5831954914778964,3.220099583502683,2.4728806457073795,0.35,0.35,3.69707139543209,1.0706829717723299,135
135,136,6.3605225331397195,5.855444498346958,0.6033604791713688,1.0341439761822948,-0.6204329942605021,3.6472018674213933,-0.05,0.35,0.7428047692609017,5.2112137983226505,136
136,137,5.920583582189286,6.932211691678105,0.22419116571991982,2.838385325272856,2.3443424004856115,-1.1423749097810934,-0.05,0.35,7.259436858677908,0.4413735724618495,137
137,138,5.639304163410545,5.259681641383413,1.1871939509175418,1.7783866739501395,2.59249423133942,0.5578118203588812,-0.05,0.35,5.219167455706644,0.7035279449597431,138
138,139,5.884942107015798,6.347444774478088,0.9582450772291001,2.387288034696667,-1.3320658763414122,-0.6307107947147028,0.35,-0.05,1.333689232136401,2.2529940161272695,139
139,140,6.775145523008195,6.44684941601586,0.240359167606229,0.3285254899911316,1.578140515836483,-1.6264163881920695,0.35,0.35,5.596832205229087,0.6526012832112129,140
140,141,5.134138732393015,6.487649712702465,2.4230286327363517,0.98623876056789,-1.09000281288211,-0.46919893367119836,-0.05,0.35,0.7102972845895485,3.7135375726620525,141
141,142,5.987821995019927,6.002520734514716,1.9008101056440954,0.299582551508896,2.5495644480960116,0.3319468853800751,-0.05,-0.05,3.2499839765740637,1.2011336639963015,142
142,143,5.032586315709431,5.149365426670029,0.43708644947031516,2.602538181468103,1.7112754860749628,1.8963991097161101,-0.05,-0.05,2.5965334448121897,1.4670184660404066,143
143,144,4.532745754587664,5.326315654509383,2.1029251062809373,1.3205755431670614,-0.42223431340826345,1.570813588215493,0.35,0.35,0.5066465228124866,4.883394078632295,144
144,145,5.959402430743389,5.469156008941242,2.390433560574193,2.108581323974255,-2.1396300404150996,-0.19916720128798443,-0.05,0.35,0.992919722788038,2.0967422853263944,145
145,146,4.092149105326916,4.98848554868941,2.419506238548138,1.0834127271254468,-1.8017913649438353,-2.5465890768767214,-0.05,-0.05,0.5604387618650075,1.2703446896695345,146
146,147,6.650981159316878,6.185313952560907,0.35902621662916134,0.595168358208683,1.1134084265111113,-1.0582809325284228,0.35,-0.05,4.182058691901039,0.8932958306804322,147
147,148,4.139684378265165,5.755133576829501,1.6425488283123122,0.16093428869147408,0.6639285343657505,-0.9818794337647307,0.35,-0.05,1.1752329491069804,2.4981005416252637,148
148,149,5.038956521980015,4.972920398726721,1.6022403926805255,0.43822379516041676,0.5268343754320766,-0.4016234052826466,0.35,-0.05,1.7838449347142942,1.7766271412276011,149
149,150,5.595436573488363,4.265556323477944,1.0365742004575127,2.810777183451671,0.05102762222301704,-0.5190376969280874,0.35,0.35,4.2814580194537335,0.31288891362650073,150
150,151,6.463823432665112,5.488048931757236,0.6747109797458841,0.5928690582654078,0.7180573285990127,-0.6250514020267793,-0.05,0.35,4.3330252536995,0.8239586466454716,151
151,152,5.031222751322655,5.82064368169133,1.5267298018623552,0.9169946509668265,-1.096855553874091,0.9026772673065537,0.35,0.35,0.5820956114328601,4.690864562599792,152
152,153,6.378740980487528,5.995735084411598,1.846888648365188,1.34603846949741,0.7701816658177429,1.2411167307664128,-0.05,0.35,2.0317271141287705,1.8927209174732829,153
153,154,5.970591489703761,6.493908285045844,1.1083178767276585,0.19159016625658765,-0.7344268476214015,1.8623360497601533,-0.05,0.35,0.73502900528994,5.102506676931953,154
154,155,6.105929220244367,6.450015890416027,0.8384163225521288,1.3652555423273962,0.21326185953715215,0.10917406907767188,0.35,-0.05,1.7061558573769218,2.2023800694823974,155
155,156,6.245747276234015,4.297949250348955,2.4399673274126275,1.38045140032599,-2.1057124171939683,-0.6031942354639528,-0.05,0.35,1.486601784316325,1.2221407881714046,156
156,157,5.729064286413257,4.100463188733748,0.9835986151649273,1.9485380882163752,1.0855486917413668,0.3877568058492636,-0.05,0.35,5.089196281136311,0.5731227961475183,157
157,158,4.710005880462445,4.146458391681068,2.378875675121729,0.45018632059486374,1.136485106315576,-0.3728830531434214,-0.05,0.35,2.737235984512666,1.0169651473883503,158
158,159,6.6836092236907705,5.818376481460794,0.9148752215579287,0.316026646030368,-1.5344329994985715,-1.0308943097960945,0.35,-0.05,1.6813879210296037,1.937202923005338,159
159,160,4.260803106275292,5.503995199111706,1.4058827436171888,0.6730585140736612,0.1974400155092581,-0.4298985545154065,0.35,0.35,1.148949875746795,2.4405764892402653,160
160,161,6.769917377220869,5.916680000068256,0.6814996032944025,2.6384853435462743,-2.9889734855473207,1.9819241364374662,0.35,0.35,0.7489607468408046,3.898905768622649,161
161,162,5.439868919932783,6.696647264379418,1.3539215596420338,1.9038988442531135,0.7625711258154033,-0.6152937223540879,0.35,0.35,2.255451847182395,1.5310038998849,162
162,163,6.999201362528238,6.654650318552614,0.014255354363381767,2.065651201519287,-0.8259364628226367,-1.163039228807129,-0.05,0.35,3.7697679526411303,0.8871423272632732,163
